,select,amazon_url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9
18,True,https://www.amazon.com/dp/B07PF1Y28C?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_cw,Echo Show 8,,,,,,,,
19,True,https://www.amazon.com/dp/B077SXWSRP?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_bs,Echo Show,,,,,,,,
20,True,https://www.amazon.com/dp/B07MLY3JKV?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_cs,Echo Flex,,,,,,,,
21,True,https://www.amazon.com/dp/B0792KTHKJ?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_dt,Echo Dot,,,,,,,,
22,True,https://www.amazon.com/dp/B07KZBMBDB?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_bk_nav,Echo Dot Kids Edition,,,,,,,,
23,True,https://www.amazon.com/dp/B07R1CXKN7?_encoding=UTF8&ref_=sd_allcat_k_ods_ha_pl,Echo,,,,,,,,
24,True,https://www.amazon.com/dp/B0794W1SKP?_encoding=UTF8&ref_=sd_allcat_k_ods_ha_lr,Echo Plus,,,,,,,,
25,True,https://www.amazon.com/dp/B07G9Y3ZMC?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_ov,Echo Studio,,,,,,,,
26,True,https://www.amazon.com/dp/B07V2PS7M6?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_mf,Echo Auto,,,,,,,,
27,True,https://www.amazon.com/dp/B07F6VM1S3?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_pg,Echo Buds,,,,,,,,
28,True,https://www.amazon.com/dp/B07JPK4XJ6?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_hk,Echo Loop,,,,,,,,
29,True,https://www.amazon.com/dp/B01G62GWS4?_encoding=UTF8&ref_=sd_allcat_ods_ha_echo_zr,Echo Frames,,,,,,,,
30,True,https://www.amazon.com/Amazon-Echo-And-Alexa-Devices/b?ie=UTF8&node=9818047011&ref_=sd_allcat_ods_ha_echo_cp,See all devices with Alexa,,,,,,,,
31,True,https://www.amazon.com/dp/B01MZEEFNX?_encoding=UTF8&ref_=sd_allcat_ods_ha_aucc_sl,Amazon Smart Plug,,,,,,,,
32,True,https://www.amazon.com/dp/B07894S727?_encoding=UTF8&ref_=sd_allcat_ods_ha_aucc_sp,AmazonBasics Microwave,,,,,,,,
33,True,https://www.amazon.com/dp/B07PB21SRV?_encoding=UTF8&ref_=sd_allcat_ods_ha_vicc_bl,Amazon Smart Oven,,,,,,,,
34,True,https://www.amazon.com/dp/B07KRY43KN?_encoding=UTF8&ref_=sd_allcat_ods_ha_vicc_sk,Echo Glow,,,,,,,,
35,True,https://www.amazon.com/smart-home/b?ie=UTF8&node=6563140011&ref_=sd_allcat_ods_ha_echo_ch,See all smart home devices,,,,,,,,
36,True,https://www.amazon.com/meet-alexa/b?ie=UTF8&node=16067214011&ref_=sd_allcat_ods_ha_alexa_ug,Meet Alexa,,,,,,,,
37,True,https://www.amazon.com/gp/help/customer/display.html?ie=UTF8&nodeId=201602060&ref_=sd_allcat_ods_ha_con_help,Alexa App,,,,,,,,
38,True,https://www.amazon.com/alexa-skills/b?ie=UTF8&node=13727921011&ref_=sd_allcat_ods_ha_con_skills_st,Alexa Skills,,,,,,,,
39,True,https://www.amazon.com/dp/B07FKR6KXF?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_mg,Fire 7,,,,,,,,
40,True,https://www.amazon.com/dp/B0794RHPZD?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_kk,Fire HD 8,,,,,,,,
41,True,https://www.amazon.com/dp/B07K1RZWMC?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_mk,All-new Fire HD 10,,,,,,,,
42,True,https://www.amazon.com/dp/B07H8WS1FT?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_mkt,Fire 7 Kids Edition,,,,,,,,
43,True,https://www.amazon.com/dp/B078HQBS21?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_kket,Fire HD 8 Kids Edition,,,,,,,,
44,True,https://www.amazon.com/dp/B07KD7K4B1?_encoding=UTF8&ref_=sd_allcat_k_ods_tab_mkt,All-new Fire HD 10 Kids Edition,,,,,,,,
45,True,https://www.amazon.com/Kindle-Accessories-Electronics/b?ie=UTF8&node=370783011&ref_=sd_allcat_ods_tab_acc,Accessories,,,,,,,,
46,True,https://www.amazon.com/Amazon-Fire-Tablet-Family/b?ie=UTF8&node=6669703011&ref_=sd_allcat_ods_tab_catp,See all Fire tablets,,,,,,,,
47,True,https://www.amazon.com/Instant-Video/s/browse?_encoding=UTF8&node=2858778011&ref_=sd_allcat_ods_tab_con_aiv,Prime Video,,,,,,,,
48,True,https://www.amazon.com/mobile-apps/b?ie=UTF8&node=2350149011,Apps & Games,,,,,,,,
49,True,https://www.amazon.com/Books-Comics/b?ie=UTF8&node=9408444011,Apps & Games,Books & Comics,,,,,,,
50,True,https://www.amazon.com/Book-Info-Reviews/b?ie=UTF8&node=9408446011,Apps & Games,Books & Comics,Book Info & Reviews,,,,,,
51,True,https://www.amazon.com/Book-Readers-Players/b?ie=UTF8&node=9408445011,Apps & Games,Books & Comics,Readers & Players,,,,,,
52,True,https://www.amazon.com/Business/b?ie=UTF8&node=10298305011,Apps & Games,Business,,,,,,,
53,True,https://www.amazon.com/Communication/b?ie=UTF8&node=9408466011,Apps & Games,Communication,,,,,,,
54,True,https://www.amazon.com/Customization/b?ie=UTF8&node=9408481011,Apps & Games,Customization,,,,,,,
55,True,https://www.amazon.com/Ringtones-Notifications/b?ie=UTF8&node=9408485011,Apps & Games,Customization,Ringtones & Notifications,,,,,,
56,True,https://www.amazon.com/Themes/b?ie=UTF8&node=9408486011,Apps & Games,Customization,Themes,,,,,,
57,True,https://www.amazon.com/Wallpapers-Images/b?ie=UTF8&node=9408487011,Apps & Games,Customization,Wallpapers & Images,,,,,,
58,True,https://www.amazon.com/Widgets/b?ie=UTF8&node=9408942011,Apps & Games,Customization,Widgets,,,,,,
59,True,https://www.amazon.com/Education/b?ie=UTF8&node=9408490011,Apps & Games,Education,,,,,,,
60,True,https://www.amazon.com/Finance/b?ie=UTF8&node=9408433011,Apps & Games,Finance,,,,,,,
61,True,https://www.amazon.com/Accounting-Expenses/b?ie=UTF8&node=9408434011,Apps & Games,Finance,Accounting & Expenses,,,,,,
62,True,https://www.amazon.com/Banking/b?ie=UTF8&node=9408435011,Apps & Games,Finance,Banking,,,,,,
63,True,https://www.amazon.com/Currency-Converters/b?ie=UTF8&node=9408436011,Apps & Games,Finance,Currency Converters,,,,,,
64,True,https://www.amazon.com/Payments-Money-Transfers/b?ie=UTF8&node=9408440011,Apps & Games,Finance,Payments & Money Transfers,,,,,,
65,True,https://www.amazon.com/Personal-Finance/b?ie=UTF8&node=9408441011,Apps & Games,Finance,Personal Finance,,,,,,
66,True,https://www.amazon.com/Stocks-Investing/b?ie=UTF8&node=9408438011,Apps & Games,Finance,Stocks & Investing,,,,,,
67,True,https://www.amazon.com/Tax-Calculators/b?ie=UTF8&node=9408442011,Apps & Games,Finance,Tax Calculators,,,,,,
68,True,https://www.amazon.com/Food-Drink/b?ie=UTF8&node=9408523011,Apps & Games,Food & Drink,,,,,,,
69,True,https://www.amazon.com/Cooking-Recipes/b?ie=UTF8&node=9408524011,Apps & Games,Food & Drink,Cooking & Recipes,,,,,,
70,True,https://www.amazon.com/Wine-Beverages/b?ie=UTF8&node=9408527011,Apps & Games,Food & Drink,Wine & Beverages,,,,,,
71,True,https://www.amazon.com/Games/b?ie=UTF8&node=9209902011,Apps & Games,Games,,,,,,,
72,True,https://www.amazon.com/Action-Games/b?ie=UTF8&node=9408529011,Apps & Games,Games,Action,,,,,,
73,True,https://www.amazon.com/Adventure-Games/b?ie=UTF8&node=9408530011,Apps & Games,Games,Adventure,,,,,,
74,True,https://www.amazon.com/Arcade-Games/b?ie=UTF8&node=9408531011,Apps & Games,Games,Arcade,,,,,,
75,True,https://www.amazon.com/Board-Games/b?ie=UTF8&node=9408532011,Apps & Games,Games,Board,,,,,,
76,True,https://www.amazon.com/Brain-Puzzle-Games/b?ie=UTF8&node=9408533011,Apps & Games,Games,Brain & Puzzle,,,,,,
77,True,https://www.amazon.com/Card-Games/b?ie=UTF8&node=9408534011,Apps & Games,Games,Cards,,,,,,
78,True,https://www.amazon.com/Casino-Games/b?ie=UTF8&node=9408535011,Apps & Games,Games,Casino,,,,,,
79,True,https://www.amazon.com/Dice-Games/b?ie=UTF8&node=9408536011,Apps & Games,Games,Dice,,,,,,
80,True,https://www.amazon.com/Music-Rhythm-Games/b?ie=UTF8&node=9408537011,Apps & Games,Games,Music & Rhythm,,,,,,
81,True,https://www.amazon.com/Racing-Games/b?ie=UTF8&node=9408538011,Apps & Games,Games,Racing,,,,,,
82,True,https://www.amazon.com/Role-Playing-Games/b?ie=UTF8&node=9408539011,Apps & Games,Games,Role Playing,,,,,,
83,True,https://www.amazon.com/Seek-Find-Games/b?ie=UTF8&node=9408541011,Apps & Games,Games,Seek & Find,,,,,,
84,True,https://www.amazon.com/Simulation-Games/b?ie=UTF8&node=9408542011,Apps & Games,Games,Simulation,,,,,,
85,True,https://www.amazon.com/Sports-Games/b?ie=UTF8&node=9408543011,Apps & Games,Games,Sports Games,,,,,,
86,True,https://www.amazon.com/Baseball-Games/b?ie=UTF8&node=9408545011,Apps & Games,Games,Sports Games,Baseball,,,,,
87,True,https://www.amazon.com/Basketball-Games/b?ie=UTF8&node=9408546011,Apps & Games,Games,Sports Games,Basketball,,,,,
88,True,https://www.amazon.com/Bowling-Games/b?ie=UTF8&node=9408547011,Apps & Games,Games,Sports Games,Bowling,,,,,
89,True,https://www.amazon.com/Boxing-Games/b?ie=UTF8&node=9408548011,Apps & Games,Games,Sports Games,Boxing,,,,,
90,True,https://www.amazon.com/Cricket-Games/b?ie=UTF8&node=9408550011,Apps & Games,Games,Sports Games,Cricket,,,,,
91,True,https://www.amazon.com/Extreme-Sports-Games/b?ie=UTF8&node=9408553011,Apps & Games,Games,Sports Games,Extreme Sports,,,,,
92,True,https://www.amazon.com/Fantasy-Sports/b?ie=UTF8&node=9408877011,Apps & Games,Games,Sports Games,Fantasy,,,,,
93,True,https://www.amazon.com/Fishing-Games/b?ie=UTF8&node=9408555011,Apps & Games,Games,Sports Games,Fishing,,,,,
94,True,https://www.amazon.com/Football-Games/b?ie=UTF8&node=9408556011,Apps & Games,Games,Sports Games,Football,,,,,
95,True,https://www.amazon.com/Golf-Games/b?ie=UTF8&node=9408557011,Apps & Games,Games,Sports Games,Golf,,,,,
96,True,https://www.amazon.com/Ice-Hockey-Games/b?ie=UTF8&node=9408560011,Apps & Games,Games,Sports Games,Ice Hockey,,,,,
97,True,https://www.amazon.com/Pool-Billiards-Games/b?ie=UTF8&node=9408565011,Apps & Games,Games,Sports Games,Pool & Billiards,,,,,
98,True,https://www.amazon.com/Soccer-Games/b?ie=UTF8&node=9408568011,Apps & Games,Games,Sports Games,Soccer,,,,,
99,True,https://www.amazon.com/Tennis-Games/b?ie=UTF8&node=9408571011,Apps & Games,Games,Sports Games,Tennis,,,,,
100,True,https://www.amazon.com/Strategy-Games/b?ie=UTF8&node=9408578011,Apps & Games,Games,Strategy,,,,,,
101,True,https://www.amazon.com/Trivia-Games/b?ie=UTF8&node=9408579011,Apps & Games,Games,Trivia,,,,,,
102,True,https://www.amazon.com/Word-Games/b?ie=UTF8&node=9408580011,Apps & Games,Games,Words,,,,,,
103,True,https://www.amazon.com/Health-Fitness/b?ie=UTF8&node=9408749011,Apps & Games,Health & Fitness,,,,,,,
104,True,https://www.amazon.com/Activity-Tracking/b?ie=UTF8&node=9408750011,Apps & Games,Health & Fitness,Activity Tracking,,,,,,
105,True,https://www.amazon.com/Exercise-Motivation/b?ie=UTF8&node=9408751011,Apps & Games,Health & Fitness,Exercise Motivation,,,,,,
106,True,https://www.amazon.com/Heart-Rate-Monitors/b?ie=UTF8&node=9408752011,Apps & Games,Health & Fitness,Heart Rate Monitors,,,,,,
107,True,https://www.amazon.com/Massage-Guides/b?ie=UTF8&node=9408753011,Apps & Games,Health & Fitness,Massage Guides,,,,,,
108,True,https://www.amazon.com/Meditation-Guides/b?ie=UTF8&node=9408727011,Apps & Games,Health & Fitness,Meditation Guides,,,,,,
109,True,https://www.amazon.com/Menstrual-Trackers/b?ie=UTF8&node=9408758011,Apps & Games,Health & Fitness,Menstrual Trackers,,,,,,
110,True,https://www.amazon.com/Nutrition-Diet/b?ie=UTF8&node=9408759011,Apps & Games,Health & Fitness,Nutrition & Diet,,,,,,
111,True,https://www.amazon.com/Pregnancy/b?ie=UTF8&node=9408760011,Apps & Games,Health & Fitness,Pregnancy,,,,,,
112,True,https://www.amazon.com/Sleep-Tracking/b?ie=UTF8&node=9408761011,Apps & Games,Health & Fitness,Sleep Tracking,,,,,,
113,True,https://www.amazon.com/Sounds-Relaxation/b?ie=UTF8&node=9408774011,Apps & Games,Health & Fitness,Sounds & Relaxation,,,,,,
114,True,https://www.amazon.com/Workout-Guides/b?ie=UTF8&node=9408762011,Apps & Games,Health & Fitness,Workout Guides,,,,,,
115,True,https://www.amazon.com/Yoga-Guides/b?ie=UTF8&node=9408763011,Apps & Games,Health & Fitness,Yoga Guides,,,,,,
116,True,https://www.amazon.com/Kids/b?ie=UTF8&node=9408582011,Apps & Games,Kids,,,,,,,
117,True,https://www.amazon.com/Book-Readers-Players-Kids/b?ie=UTF8&node=9408583011,Apps & Games,Kids,Book Readers & Players,,,,,,
118,True,https://www.amazon.com/Education-Kids/b?ie=UTF8&node=9408633011,Apps & Games,Kids,Education,,,,,,
119,True,https://www.amazon.com/Games-Kids/b?ie=UTF8&node=9408584011,Apps & Games,Kids,Games,,,,,,
120,True,https://www.amazon.com/Movie-TV-Streaming-Kids/b?ie=UTF8&node=9408708011,Apps & Games,Kids,Movie & TV Streaming,,,,,,
121,True,https://www.amazon.com/Music-Audio-Kids/b?ie=UTF8&node=9408649011,Apps & Games,Kids,Music & Audio,,,,,,
122,True,https://www.amazon.com/Lifestyle/b?ie=UTF8&node=9408710011,Apps & Games,Lifestyle,,,,,,,
123,True,https://www.amazon.com/Astrology/b?ie=UTF8&node=9408711011,Apps & Games,Lifestyle,Astrology,,,,,,
124,True,https://www.amazon.com/Beauty-Cosmetics/b?ie=UTF8&node=9408713011,Apps & Games,Lifestyle,Beauty & Cosmetics,,,,,,
125,True,https://www.amazon.com/Celebrities/b?ie=UTF8&node=9408714011,Apps & Games,Lifestyle,Celebrities,,,,,,
126,True,https://www.amazon.com/Crafts-DIY/b?ie=UTF8&node=9408716011,Apps & Games,Lifestyle,Crafts & DIY,,,,,,
127,True,https://www.amazon.com/Creative-Writing/b?ie=UTF8&node=9408717011,Apps & Games,Lifestyle,Creative Writing,,,,,,
128,True,https://www.amazon.com/Diaries/b?ie=UTF8&node=9408718011,Apps & Games,Lifestyle,Diaries,,,,,,
129,True,https://www.amazon.com/Fashion-Style/b?ie=UTF8&node=9408722011,Apps & Games,Lifestyle,Fashion & Style,,,,,,
130,True,https://www.amazon.com/Game-Rules/b?ie=UTF8&node=9408723011,Apps & Games,Lifestyle,Game Rules,,,,,,
131,True,https://www.amazon.com/Home-Garden/b?ie=UTF8&node=9408725011,Apps & Games,Lifestyle,Home & Garden,,,,,,
132,True,https://www.amazon.com/Outdoors-Nature/b?ie=UTF8&node=9408729011,Apps & Games,Lifestyle,Outdoors & Nature,,,,,,
133,True,https://www.amazon.com/Parenting/b?ie=UTF8&node=9408730011,Apps & Games,Lifestyle,Parenting,,,,,,
134,True,https://www.amazon.com/Pets-Animals/b?ie=UTF8&node=9408731011,Apps & Games,Lifestyle,Pets & Animals,,,,,,
135,True,https://www.amazon.com/Quotes/b?ie=UTF8&node=9408732011,Apps & Games,Lifestyle,Quotes,,,,,,
136,True,https://www.amazon.com/Relationships/b?ie=UTF8&node=9408740011,Apps & Games,Lifestyle,Relationships,,,,,,
137,True,https://www.amazon.com/Religion-Spirituality/b?ie=UTF8&node=9408741011,Apps & Games,Lifestyle,Religion & Spirituality,,,,,,
138,True,https://www.amazon.com/Self-Improvement/b?ie=UTF8&node=9408743011,Apps & Games,Lifestyle,Self Improvement,,,,,,
139,True,https://www.amazon.com/Sexuality/b?ie=UTF8&node=9408744011,Apps & Games,Lifestyle,Sexuality,,,,,,
140,True,https://www.amazon.com/Tattoos-Body-Piercing/b?ie=UTF8&node=9408746011,Apps & Games,Lifestyle,Tattoos & Body Piercing,,,,,,
141,True,https://www.amazon.com/Wedding/b?ie=UTF8&node=9408747011,Apps & Games,Lifestyle,Wedding,,,,,,
142,True,https://www.amazon.com/Local/b?ie=UTF8&node=10298309011,Apps & Games,Local,,,,,,,
143,True,https://www.amazon.com/Magazines/b?ie=UTF8&node=9408805011,Apps & Games,Magazines,,,,,,,
144,True,https://www.amazon.com/Medical/b?ie=UTF8&node=10298306011,Apps & Games,Medical,,,,,,,
145,True,https://www.amazon.com/Medical-Education/b?ie=UTF8&node=9408755011,Apps & Games,Medical,Education,,,,,,
146,True,https://www.amazon.com/Medical-Reference/b?ie=UTF8&node=9408756011,Apps & Games,Medical,Reference,,,,,,
147,True,https://www.amazon.com/Movies-TV/b?ie=UTF8&node=9408765011,Apps & Games,Movies & TV,,,,,,,
148,True,https://www.amazon.com/Music-Audio/b?ie=UTF8&node=9408771011,Apps & Games,Music & Audio,,,,,,,
149,True,https://www.amazon.com/Audio-Recording/b?ie=UTF8&node=9408916011,Apps & Games,Music & Audio,Audio Recording,,,,,,
150,True,https://www.amazon.com/Instruments-Music-Makers/b?ie=UTF8&node=9408775011,Apps & Games,Music & Audio,Instruments & Music Makers,,,,,,
151,True,https://www.amazon.com/Music-Info-Reviews/b?ie=UTF8&node=9408474011,Apps & Games,Music & Audio,Music Info & Reviews,,,,,,
152,True,https://www.amazon.com/Music-Players/b?ie=UTF8&node=9408777011,Apps & Games,Music & Audio,Music Players,,,,,,
153,True,https://www.amazon.com/On-Demand-Music-Streaming/b?ie=UTF8&node=9408776011,Apps & Games,Music & Audio,On-Demand Music Streaming,,,,,,
154,True,https://www.amazon.com/Podcasts/b?ie=UTF8&node=9408781011,Apps & Games,Music & Audio,Podcasts,,,,,,
155,True,https://www.amazon.com/Radio-Webcasts/b?ie=UTF8&node=9408782011,Apps & Games,Music & Audio,Radio,,,,,,
156,True,https://www.amazon.com/Songbooks-Sheet-Music/b?ie=UTF8&node=9408783011,Apps & Games,Music & Audio,Songbooks & Sheet Music,,,,,,
157,True,https://www.amazon.com/News/b?ie=UTF8&node=9408802011,Apps & Games,News,,,,,,,
158,True,https://www.amazon.com/Feed-Aggregators/b?ie=UTF8&node=9408804011,Apps & Games,News,Feed Aggregators,,,,,,
159,True,https://www.amazon.com/Newspapers/b?ie=UTF8&node=9408847011,Apps & Games,News,Newspapers,,,,,,
160,True,https://www.amazon.com/Sports-Fan-News/b?ie=UTF8&node=9408895011,Apps & Games,News,Sports Fan News,,,,,,
161,True,https://www.amazon.com/Baseball-News/b?ie=UTF8&node=9408897011,Apps & Games,News,Sports Fan News,Baseball,,,,,
162,True,https://www.amazon.com/Football-News/b?ie=UTF8&node=9408901011,Apps & Games,News,Sports Fan News,Football,,,,,
163,True,https://www.amazon.com/Novelty/b?ie=UTF8&node=9408852011,Apps & Games,Novelty,,,,,,,
164,True,https://www.amazon.com/Funny-Pictures/b?ie=UTF8&node=9408859011,Apps & Games,Novelty,Funny Pictures,,,,,,
165,True,https://www.amazon.com/Funny-Sounds/b?ie=UTF8&node=9408860011,Apps & Games,Novelty,Funny Sounds,,,,,,
166,True,https://www.amazon.com/Prank-Biometric-Scanners/b?ie=UTF8&node=9408865011,Apps & Games,Novelty,Prank Biometric Scanners,,,,,,
167,True,https://www.amazon.com/Screen-Pranks/b?ie=UTF8&node=9408866011,Apps & Games,Novelty,Screen Pranks,,,,,,
168,True,https://www.amazon.com/Talking-Answering/b?ie=UTF8&node=9408869011,Apps & Games,Novelty,Talking & Answering,,,,,,
169,True,https://www.amazon.com/Photo-Video/b?ie=UTF8&node=9408874011,Apps & Games,Photo & Video,,,,,,,
170,True,https://www.amazon.com/Productivity/b?ie=UTF8&node=9408449011,Apps & Games,Productivity,,,,,,,
171,True,https://www.amazon.com/Alarms-Clocks/b?ie=UTF8&node=9408915011,Apps & Games,Productivity,Alarms & Clocks,,,,,,
172,True,https://www.amazon.com/Meetings-Conferencing/b?ie=UTF8&node=9408451011,Apps & Games,Productivity,Business Conferencing,,,,,,
173,True,https://www.amazon.com/Calculators/b?ie=UTF8&node=9408919011,Apps & Games,Productivity,Calculators,,,,,,
174,True,https://www.amazon.com/Calendars/b?ie=UTF8&node=9408920011,Apps & Games,Productivity,Calendars,,,,,,
175,True,https://www.amazon.com/Cloud-Storage/b?ie=UTF8&node=9408921011,Apps & Games,Productivity,Cloud Storage,,,,,,
176,True,https://www.amazon.com/Contact-Management/b?ie=UTF8&node=9408922011,Apps & Games,Productivity,Contact Management,,,,,,
177,True,https://www.amazon.com/Document-Editing/b?ie=UTF8&node=9408452011,Apps & Games,Productivity,Document Editing,,,,,,
178,True,https://www.amazon.com/Document-Viewers/b?ie=UTF8&node=9408454011,Apps & Games,Productivity,Document Viewers,,,,,,
179,True,https://www.amazon.com/Email-Clients/b?ie=UTF8&node=9408468011,Apps & Games,Productivity,Email Clients,,,,,,
180,True,https://www.amazon.com/File-Management/b?ie=UTF8&node=9408925011,Apps & Games,Productivity,File Management,,,,,,
181,True,https://www.amazon.com/Keyboards/b?ie=UTF8&node=9408928011,Apps & Games,Productivity,Keyboards,,,,,,
182,True,https://www.amazon.com/Notes-Bookmarking/b?ie=UTF8&node=9408458011,Apps & Games,Productivity,Notes & Bookmarking,,,,,,
183,True,https://www.amazon.com/Organizers-Assistants/b?ie=UTF8&node=9408459011,Apps & Games,Productivity,Organizers & Assistants,,,,,,
184,True,https://www.amazon.com/Presentations/b?ie=UTF8&node=9408460011,Apps & Games,Productivity,Presentations,,,,,,
185,True,https://www.amazon.com/Remote-PC-Access/b?ie=UTF8&node=9408931011,Apps & Games,Productivity,Remote PC Access,,,,,,
186,True,https://www.amazon.com/Scanning-Printing/b?ie=UTF8&node=9408932011,Apps & Games,Productivity,Scanning & Printing,,,,,,
187,True,https://www.amazon.com/Security/b?ie=UTF8&node=9408933011,Apps & Games,Productivity,Security,,,,,,
188,True,https://www.amazon.com/To-Do-Lists-Reminders/b?ie=UTF8&node=9408461011,Apps & Games,Productivity,To-Do Lists & Reminders,,,,,,
189,True,https://www.amazon.com/Translators/b?ie=UTF8&node=9408938011,Apps & Games,Productivity,Translators,,,,,,
190,True,https://www.amazon.com/Web-Browsers/b?ie=UTF8&node=9408941011,Apps & Games,Productivity,Web Browsers,,,,,,
191,True,https://www.amazon.com/Reference/b?ie=UTF8&node=9408491011,Apps & Games,Reference,,,,,,,
192,True,https://www.amazon.com/Dictionaries/b?ie=UTF8&node=9408493011,Apps & Games,Reference,Dictionaries,,,,,,
193,True,https://www.amazon.com/Encyclopedias/b?ie=UTF8&node=9408494011,Apps & Games,Reference,Encyclopedias,,,,,,
194,True,https://www.amazon.com/Guides-How-Tos/b?ie=UTF8&node=9408498011,Apps & Games,Reference,Guides & How-Tos,,,,,,
195,True,https://www.amazon.com/History/b?ie=UTF8&node=9408499011,Apps & Games,Reference,History,,,,,,
196,True,https://www.amazon.com/Language-Grammar/b?ie=UTF8&node=9408500011,Apps & Games,Reference,Language & Grammar,,,,,,
197,True,https://www.amazon.com/Math/b?ie=UTF8&node=9408501011,Apps & Games,Reference,Math,,,,,,
198,True,https://www.amazon.com/Religion/b?ie=UTF8&node=9408504011,Apps & Games,Reference,Religion,,,,,,
199,True,https://www.amazon.com/Science/b?ie=UTF8&node=9408505011,Apps & Games,Reference,Science,,,,,,
200,True,https://www.amazon.com/Test-Preparation/b?ie=UTF8&node=9408506011,Apps & Games,Reference,Test Preparation,,,,,,
201,True,https://www.amazon.com/Shopping/b?ie=UTF8&node=9408875011,Apps & Games,Shopping,,,,,,,
202,True,https://www.amazon.com/Social/b?ie=UTF8&node=9408464011,Apps & Games,Social,,,,,,,
203,True,https://www.amazon.com/Blogging/b?ie=UTF8&node=9408465011,Apps & Games,Social,Blogging,,,,,,
204,True,https://www.amazon.com/Dating/b?ie=UTF8&node=9408467011,Apps & Games,Social,Dating,,,,,,
205,True,https://www.amazon.com/General-Social-Networking/b?ie=UTF8&node=9408469011,Apps & Games,Social,General Social Networking,,,,,,
206,True,https://www.amazon.com/Photo-Sharing/b?ie=UTF8&node=9408475011,Apps & Games,Social,Photo-Sharing,,,,,,
207,True,https://www.amazon.com/Professional-Networking/b?ie=UTF8&node=9408476011,Apps & Games,Social,Professional Networking,,,,,,
208,True,https://www.amazon.com/Social-Network-Management/b?ie=UTF8&node=9408478011,Apps & Games,Social,Social Network Management,,,,,,
