,select,amazon_url,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12
510,True,https://www.amazon.com/One-Hour-Business-Money-Short-Reads/b?ie=UTF8&node=8624179011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Business & Money,,,,,,,,
511,True,https://www.amazon.com/One-Hour-Comic-Graphic-Novel-Short-Reads/b?ie=UTF8&node=8624181011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Comics & Graphic Novels,,,,,,,,
512,True,https://www.amazon.com/One-Hour-Computers-Technology-Short-Reads/b?ie=UTF8&node=8624182011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Computers & Technology,,,,,,,,
513,True,https://www.amazon.com/One-Hour-Cookbook-Food-Wine-Short-Reads/b?ie=UTF8&node=8624183011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),"Cookbooks, Food & Wine",,,,,,,,
514,True,https://www.amazon.com/One-Hour-Craft-Hobby-Home-Short-Reads/b?ie=UTF8&node=8624184011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),"Crafts, Hobbies & Home",,,,,,,,
515,True,https://www.amazon.com/One-Hour-Education-Reference-Short-Reads/b?ie=UTF8&node=8624185011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Education & Reference,,,,,,,,
516,True,https://www.amazon.com/One-Hour-Health-Fitness-Dieting-Short-Reads/b?ie=UTF8&node=8624187011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),"Health, Fitness & Dieting",,,,,,,,
517,True,https://www.amazon.com/One-Hour-History-Short-Reads/b?ie=UTF8&node=8624188011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),History,,,,,,,,
518,True,https://www.amazon.com/One-Hour-Humor-Entertainment-Short-Reads/b?ie=UTF8&node=8624189011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Humor & Entertainment,,,,,,,,
519,True,https://www.amazon.com/One-Hour-LGBT-Short-Reads/b?ie=UTF8&node=8624186011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),LGBT,,,,,,,,
520,True,https://www.amazon.com/One-Hour-Literature-Fiction-Short-Reads/b?ie=UTF8&node=8624190011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Literature & Fiction,,,,,,,,
521,True,https://www.amazon.com/One-Hour-Mystery-Thriller-Suspense-Short-Reads/b?ie=UTF8&node=8624191011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),"Mystery, Thriller & Suspense",,,,,,,,
522,True,https://www.amazon.com/One-Hour-Parenting-Relationships-Short-Reads/b?ie=UTF8&node=8624192011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Parenting & Relationships,,,,,,,,
523,True,https://www.amazon.com/One-Hour-Politics-Social-Sciences-Short-Reads/b?ie=UTF8&node=8624193011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Politics & Social Sciences,,,,,,,,
524,True,https://www.amazon.com/One-Hour-Religion-Spirituality-Short-Reads/b?ie=UTF8&node=8624194011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Religion & Spirituality,,,,,,,,
525,True,https://www.amazon.com/One-Hour-Romance-Short-Reads/b?ie=UTF8&node=8624195011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Romance,,,,,,,,
526,True,https://www.amazon.com/One-Hour-Science-Math-Short-Reads/b?ie=UTF8&node=8624196011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Science & Math,,,,,,,,
527,True,https://www.amazon.com/One-Hour-Science-Fiction-Fantasy-Short-Reads/b?ie=UTF8&node=8624197011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Science Fiction & Fantasy,,,,,,,,
528,True,https://www.amazon.com/One-Hour-Self-Help-Short-Reads/b?ie=UTF8&node=8624198011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Self-Help,,,,,,,,
529,True,https://www.amazon.com/One-Hour-Sports-Outdoors-Short-Reads/b?ie=UTF8&node=8624199011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Sports & Outdoors,,,,,,,,
530,True,https://www.amazon.com/One-Hour-Teen-Young-Adult-Short-Reads/b?ie=UTF8&node=8624200011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Teen & Young Adult,,,,,,,,
531,True,https://www.amazon.com/One-Hour-Travel-Short-Reads/b?ie=UTF8&node=8624201011,Kindle Store,Kindle Short Reads,One hour (33-43 pages),Travel,,,,,,,,
532,True,https://www.amazon.com/90-Minute-Short-Reads/b?ie=UTF8&node=8584462011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),,,,,,,,,
533,True,https://www.amazon.com/90-Minute-Arts-Photography-Short-Reads/b?ie=UTF8&node=8624202011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Arts & Photography,,,,,,,,
534,True,https://www.amazon.com/90-Minute-Biography-Memoir-Short-Reads/b?ie=UTF8&node=8624203011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Biographies & Memoirs,,,,,,,,
535,True,https://www.amazon.com/90-Minute-Business-Money-Short-Reads/b?ie=UTF8&node=8624204011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Business & Money,,,,,,,,
536,True,https://www.amazon.com/90-Minute-Comic-Graphic-Novel-Short-Reads/b?ie=UTF8&node=8624206011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Comics & Graphic Novels,,,,,,,,
537,True,https://www.amazon.com/90-Minute-Computers-Technology-Short-Reads/b?ie=UTF8&node=8624207011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Computers & Technology,,,,,,,,
538,True,https://www.amazon.com/90-Minute-Cookbook-Food-Wine-Short-Reads/b?ie=UTF8&node=8624208011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),"Cookbooks, Food & Wine",,,,,,,,
539,True,https://www.amazon.com/90-Minute-Craft-Hobby-Home-Short-Reads/b?ie=UTF8&node=8624209011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),"Crafts, Hobbies & Home",,,,,,,,
540,True,https://www.amazon.com/90-Minute-Education-Reference-Short-Reads/b?ie=UTF8&node=8624210011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Education & Reference,,,,,,,,
541,True,https://www.amazon.com/90-Minute-Health-Fitness-Dieting-Short-Reads/b?ie=UTF8&node=8624212011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),"Health, Fitness & Dieting",,,,,,,,
542,True,https://www.amazon.com/90-Minute-History-Short-Reads/b?ie=UTF8&node=8624213011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),History,,,,,,,,
543,True,https://www.amazon.com/90-Minute-Humor-Entertainment-Short-Reads/b?ie=UTF8&node=8624214011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Humor & Entertainment,,,,,,,,
544,True,https://www.amazon.com/90-Minute-LGBT-Short-Reads/b?ie=UTF8&node=8624211011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),LGBT,,,,,,,,
545,True,https://www.amazon.com/90-Minute-Literature-Fiction-Short-Reads/b?ie=UTF8&node=8624215011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Literature & Fiction,,,,,,,,
546,True,https://www.amazon.com/90-Minute-Mystery-Thriller-Suspense-Short-Reads/b?ie=UTF8&node=8624216011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),"Mystery, Thriller & Suspense",,,,,,,,
547,True,https://www.amazon.com/90-Minute-Parenting-Relationships-Short-Reads/b?ie=UTF8&node=8624217011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Parenting & Relationships,,,,,,,,
548,True,https://www.amazon.com/90-Minute-Politics-Social-Sciences-Short-Reads/b?ie=UTF8&node=8624218011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Politics & Social Sciences,,,,,,,,
549,True,https://www.amazon.com/90-Minute-Religion-Spirituality-Short-Reads/b?ie=UTF8&node=8624219011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Religion & Spirituality,,,,,,,,
550,True,https://www.amazon.com/90-Minute-Romance-Short-Reads/b?ie=UTF8&node=8624220011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Romance,,,,,,,,
551,True,https://www.amazon.com/90-Minute-Science-Math-Short-Reads/b?ie=UTF8&node=8624221011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Science & Math,,,,,,,,
552,True,https://www.amazon.com/90-Minute-Science-Fiction-Fantasy-Short-Reads/b?ie=UTF8&node=8624222011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Science Fiction & Fantasy,,,,,,,,
553,True,https://www.amazon.com/90-Minute-Self-Help-Short-Reads/b?ie=UTF8&node=8624223011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Self-Help,,,,,,,,
554,True,https://www.amazon.com/90-Minute-Sports-Outdoors-Short-Reads/b?ie=UTF8&node=8624224011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Sports & Outdoors,,,,,,,,
555,True,https://www.amazon.com/90-Minute-Teen-Young-Adult-Short-Reads/b?ie=UTF8&node=8624225011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Teen & Young Adult,,,,,,,,
556,True,https://www.amazon.com/90-Minute-Travel-Short-Reads/b?ie=UTF8&node=8624226011,Kindle Store,Kindle Short Reads,90 minutes (44-64 pages),Travel,,,,,,,,
557,True,https://www.amazon.com/Two-Hour-Short-Reads/b?ie=UTF8&node=8584463011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),,,,,,,,,
558,True,https://www.amazon.com/Two-Hour-Arts-Photography-Short-Reads/b?ie=UTF8&node=8624227011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Arts & Photography,,,,,,,,
559,True,https://www.amazon.com/Two-Hour-Biography-Memoir-Short-Reads/b?ie=UTF8&node=8624228011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Biographies & Memoirs,,,,,,,,
560,True,https://www.amazon.com/Two-Hour-Business-Money-Short-Reads/b?ie=UTF8&node=8624229011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Business & Money,,,,,,,,
561,True,https://www.amazon.com/Two-Hour-Comic-Graphic-Novel-Short-Reads/b?ie=UTF8&node=8624231011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Comics & Graphic Novels,,,,,,,,
562,True,https://www.amazon.com/Two-Hour-Computers-Technology-Short-Reads/b?ie=UTF8&node=8624232011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Computers & Technology,,,,,,,,
563,True,https://www.amazon.com/Two-Hour-Cookbook-Food-Wine-Short-Reads/b?ie=UTF8&node=8624233011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),"Cookbooks, Food & Wine",,,,,,,,
564,True,https://www.amazon.com/Two-Hour-Craft-Hobby-Home-Short-Reads/b?ie=UTF8&node=8624234011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),"Crafts, Hobbies & Home",,,,,,,,
565,True,https://www.amazon.com/Two-Hour-Education-Reference-Short-Reads/b?ie=UTF8&node=8624235011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Education & Reference,,,,,,,,
566,True,https://www.amazon.com/Two-Hour-Health-Fitness-Dieting-Short-Reads/b?ie=UTF8&node=8624237011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),"Health, Fitness & Dieting",,,,,,,,
567,True,https://www.amazon.com/Two-Hour-History-Short-Reads/b?ie=UTF8&node=8624238011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),History,,,,,,,,
568,True,https://www.amazon.com/Two-Hour-Humor-Entertainment-Short-Reads/b?ie=UTF8&node=8624239011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Humor & Entertainment,,,,,,,,
569,True,https://www.amazon.com/Two-Hour-LGBT-Short-Reads/b?ie=UTF8&node=8624236011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),LGBT,,,,,,,,
570,True,https://www.amazon.com/Two-Hour-Literature-Fiction-Short-Reads/b?ie=UTF8&node=8624240011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Literature & Fiction,,,,,,,,
571,True,https://www.amazon.com/Two-Hour-Mystery-Thriller-Suspense-Short-Reads/b?ie=UTF8&node=8624241011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),"Mystery, Thriller & Suspense",,,,,,,,
572,True,https://www.amazon.com/Two-Hour-Parenting-Relationships-Short-Reads/b?ie=UTF8&node=8624242011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Parenting & Relationships,,,,,,,,
573,True,https://www.amazon.com/Two-Hour-Politics-Social-Sciences-Short-Reads/b?ie=UTF8&node=8624243011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Politics & Social Sciences,,,,,,,,
574,True,https://www.amazon.com/Two-Hour-Religion-Spirituality-Short-Reads/b?ie=UTF8&node=8624244011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Religion & Spirituality,,,,,,,,
575,True,https://www.amazon.com/Two-Hour-Romance-Short-Reads/b?ie=UTF8&node=8624245011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Romance,,,,,,,,
576,True,https://www.amazon.com/Two-Hour-Science-Math-Short-Reads/b?ie=UTF8&node=8624246011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Science & Math,,,,,,,,
577,True,https://www.amazon.com/Two-Hour-Science-Fiction-Fantasy-Short-Reads/b?ie=UTF8&node=8624247011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Science Fiction & Fantasy,,,,,,,,
578,True,https://www.amazon.com/Two-Hour-Self-Help-Short-Reads/b?ie=UTF8&node=8624248011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Self-Help,,,,,,,,
579,True,https://www.amazon.com/Two-Hour-Sports-Outdoors-Short-Reads/b?ie=UTF8&node=8624249011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Sports & Outdoors,,,,,,,,
580,True,https://www.amazon.com/Two-Hour-Teen-Young-Adult-Short-Reads/b?ie=UTF8&node=8624250011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Teen & Young Adult,,,,,,,,
581,True,https://www.amazon.com/Two-Hour-Travel-Short-Reads/b?ie=UTF8&node=8624251011,Kindle Store,Kindle Short Reads,Two hours or more (65-100 pages),Travel,,,,,,,,
582,True,https://www.amazon.com/Kindle-Singles/b?ie=UTF8&node=2486013011,Kindle Store,Kindle Singles,,,,,,,,,,
583,True,https://www.amazon.com/b?ie=UTF8&node=17506527011,Kindle Store,Kindle Singles,Amazon Original Stories,,,,,,,,,
584,True,https://www.amazon.com/b?ie=UTF8&node=17403633011,Kindle Store,Kindle Singles,Arts & Photography,,,,,,,,,
585,True,https://www.amazon.com/b?ie=UTF8&node=17403634011,Kindle Store,Kindle Singles,Biographies & Memoirs,,,,,,,,,
586,True,https://www.amazon.com/b?ie=UTF8&node=17403635011,Kindle Store,Kindle Singles,Business & Money,,,,,,,,,
587,True,https://www.amazon.com/b?ie=UTF8&node=17403643011,Kindle Store,Kindle Singles,"Health, Fitness & Dieting",,,,,,,,,
588,True,https://www.amazon.com/b?ie=UTF8&node=17403644011,Kindle Store,Kindle Singles,History,,,,,,,,,
589,True,https://www.amazon.com/b?ie=UTF8&node=17403645011,Kindle Store,Kindle Singles,Humor & Entertainment,,,,,,,,,
590,True,https://www.amazon.com/b?ie=UTF8&node=17403647011,Kindle Store,Kindle Singles,"Lesbian, Gay, Bisexual & Transgender",,,,,,,,,
591,True,https://www.amazon.com/b?ie=UTF8&node=17403648011,Kindle Store,Kindle Singles,Literature & Fiction,,,,,,,,,
592,True,https://www.amazon.com/b?ie=UTF8&node=17403650011,Kindle Store,Kindle Singles,"Mystery, Thriller & Suspense",,,,,,,,,
593,True,https://www.amazon.com/b?ie=UTF8&node=17403651011,Kindle Store,Kindle Singles,Nonfiction,,,,,,,,,
594,True,https://www.amazon.com/b?ie=UTF8&node=17403652011,Kindle Store,Kindle Singles,Parenting & Relationships,,,,,,,,,
595,True,https://www.amazon.com/b?ie=UTF8&node=17403653011,Kindle Store,Kindle Singles,Politics & Social Sciences,,,,,,,,,
596,True,https://www.amazon.com/b?ie=UTF8&node=17403655011,Kindle Store,Kindle Singles,Religion & Spirituality,,,,,,,,,
597,True,https://www.amazon.com/b?ie=UTF8&node=17403656011,Kindle Store,Kindle Singles,Romance,,,,,,,,,
598,True,https://www.amazon.com/b?ie=UTF8&node=17403657011,Kindle Store,Kindle Singles,Science & Math,,,,,,,,,
599,True,https://www.amazon.com/b?ie=UTF8&node=17403658011,Kindle Store,Kindle Singles,Science Fiction & Fantasy,,,,,,,,,
600,True,https://www.amazon.com/b?ie=UTF8&node=17403660011,Kindle Store,Kindle Singles,Sports & Outdoors,,,,,,,,,
601,True,https://www.amazon.com/b?ie=UTF8&node=17403661011,Kindle Store,Kindle Singles,Teen & Young Adult,,,,,,,,,
602,True,https://www.amazon.com/b?ie=UTF8&node=17403662011,Kindle Store,Kindle Singles,Travel,,,,,,,,,
603,True,https://www.amazon.com/Kindle-eBooks/b?ie=UTF8&node=154606011,Kindle Store,Kindle eBooks,,,,,,,,,,
604,True,https://www.amazon.com/Arts-Entertainment-Kindle-ebooks/b?ie=UTF8&node=154607011,Kindle Store,Kindle eBooks,Arts & Photography,,,,,,,,,
605,True,https://www.amazon.com/Architecture/b?ie=UTF8&node=157630011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,,,,,,,,
606,True,https://www.amazon.com/b?ie=UTF8&node=157631011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,"Architects, A-Z",,,,,,,
607,True,https://www.amazon.com/Building-Types-Styles-Kindle-Store/b?ie=UTF8&node=157632011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Building Types & Styles,,,,,,,
608,True,https://www.amazon.com/Architecture-Criticism/b?ie=UTF8&node=157636011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Criticism,,,,,,,
609,True,https://www.amazon.com/Architecture-Drawing-Modelling/b?ie=UTF8&node=157637011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Drawing & Modelling,,,,,,,
610,True,https://www.amazon.com/Historic-Preservation/b?ie=UTF8&node=157639011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Historic Preservation,,,,,,,
611,True,https://www.amazon.com/Architecture-History-Periods/b?ie=UTF8&node=157640011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,History & Periods,,,,,,,
612,True,https://www.amazon.com/Interior-Design/b?ie=UTF8&node=157641011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Interior Design,,,,,,,
613,True,https://www.amazon.com/International-Architecture/b?ie=UTF8&node=157645011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,International,,,,,,,
614,True,https://www.amazon.com/b?ie=UTF8&node=157646011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,International,African,,,,,,
615,True,https://www.amazon.com/Asian-Architecture/b?ie=UTF8&node=157647011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,International,Asian,,,,,,
616,True,https://www.amazon.com/British-Architecture/b?ie=UTF8&node=157648011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,International,British,,,,,,
617,True,https://www.amazon.com/European-Architecture/b?ie=UTF8&node=157649011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,International,European,,,,,,
618,True,https://www.amazon.com/Middle-Eastern-Architecture/b?ie=UTF8&node=157651011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,International,Middle Eastern,,,,,,
619,True,https://www.amazon.com/United-States-Architecture/b?ie=UTF8&node=157652011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,International,United States,,,,,,
620,True,https://www.amazon.com/United-States-Southern-Architecture/b?ie=UTF8&node=157653011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,International,United States (Southern),,,,,,
621,True,https://www.amazon.com/Landscape-Architecture/b?ie=UTF8&node=157654011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Landscape,,,,,,,
622,True,https://www.amazon.com/Architecture-Project-Management/b?ie=UTF8&node=157655011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Project Planning & Management,,,,,,,
623,True,https://www.amazon.com/Architecture-Reference/b?ie=UTF8&node=157656011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Reference,,,,,,,
624,True,https://www.amazon.com/Architecture-Study-Teaching/b?ie=UTF8&node=157657011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Study & Teaching,,,,,,,
625,True,https://www.amazon.com/Urban-Land-Use-Planning/b?ie=UTF8&node=157658011,Kindle Store,Kindle eBooks,Arts & Photography,Architecture,Urban & Land Use Planning,,,,,,,
626,True,https://www.amazon.com/Arts-Photography-eBooks-Kindle/b?ie=UTF8&node=154608011,Kindle Store,Kindle eBooks,Arts & Photography,Art,,,,,,,,
627,True,https://www.amazon.com/Art-History/b?ie=UTF8&node=154609011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,,,,,,,
628,True,https://www.amazon.com/Art-History-Criticism/b?ie=UTF8&node=154610011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Criticism,,,,,,
629,True,https://www.amazon.com/Regional-Art-History/b?ie=UTF8&node=154612011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,,,,,,
630,True,https://www.amazon.com/African-Art-History/b?ie=UTF8&node=154613011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,African,,,,,
631,True,https://www.amazon.com/African-American-Art-History/b?ie=UTF8&node=154614011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,African American,,,,,
632,True,https://www.amazon.com/Asian-Art-History/b?ie=UTF8&node=154615011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,Asian,,,,,
633,True,https://www.amazon.com/Caribbean-Latin-American-Art-History/b?ie=UTF8&node=154616011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,Caribbean & Latin American,,,,,
634,True,https://www.amazon.com/European-Art-History/b?ie=UTF8&node=154617011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,European,,,,,
635,True,https://www.amazon.com/Middle-Eastern-Art-History/b?ie=UTF8&node=154618011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,Middle Eastern,,,,,
636,True,https://www.amazon.com/Native-American-Art-History/b?ie=UTF8&node=154619011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,Native American,,,,,
637,True,https://www.amazon.com/United-States-Art-History/b?ie=UTF8&node=154620011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,Regional,United States,,,,,
638,True,https://www.amazon.com/b?ie=UTF8&node=154621011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",,,,,,
639,True,https://www.amazon.com/Ancient-Classical-Art/b?ie=UTF8&node=154622011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Ancient & Classical,,,,,
640,True,https://www.amazon.com/Baroque-Art/b?ie=UTF8&node=154623011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Baroque,,,,,
641,True,https://www.amazon.com/Impressionism-Art/b?ie=UTF8&node=154624011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Impressionism,,,,,
642,True,https://www.amazon.com/Medieval-Art/b?ie=UTF8&node=154625011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Medieval,,,,,
643,True,https://www.amazon.com/Modern-Art/b?ie=UTF8&node=154626011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Modern,,,,,
644,True,https://www.amazon.com/Neoclassical-Art/b?ie=UTF8&node=154627011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Neoclassical,,,,,
645,True,https://www.amazon.com/Prehistoric-Primitive-Art/b?ie=UTF8&node=154628011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Prehistoric & Primitive,,,,,
646,True,https://www.amazon.com/Renaissance-Art/b?ie=UTF8&node=154629011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Renaissance,,,,,
647,True,https://www.amazon.com/Romantic-Art/b?ie=UTF8&node=154630011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Romantic,,,,,
648,True,https://www.amazon.com/Surrealism-Art/b?ie=UTF8&node=154631011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Art History,"Schools, Periods & Styles",Surrealism,,,,,
649,True,https://www.amazon.com/Erotica/b?ie=UTF8&node=2309013011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Erotica,,,,,,,
650,True,https://www.amazon.com/Art-Instruction-Reference/b?ie=UTF8&node=154633011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Instruction & Reference,,,,,,,
651,True,https://www.amazon.com/Business-of-Art/b?ie=UTF8&node=154634011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Instruction & Reference,Business of Art,,,,,,
652,True,https://www.amazon.com/Art-Collecting/b?ie=UTF8&node=154635011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Instruction & Reference,Collecting,,,,,,
653,True,https://www.amazon.com/Color-in-Art/b?ie=UTF8&node=154636011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Instruction & Reference,Color,,,,,,
654,True,https://www.amazon.com/Figure-Drawing/b?ie=UTF8&node=154637011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Instruction & Reference,Figure Drawing,,,,,,
655,True,https://www.amazon.com/Art-Reference/b?ie=UTF8&node=154639011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Instruction & Reference,Reference,,,,,,
656,True,https://www.amazon.com/Art-Study-Teaching/b?ie=UTF8&node=154640011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Instruction & Reference,Study & Teaching,,,,,,
657,True,https://www.amazon.com/Museums-Art-Collections/b?ie=UTF8&node=154641011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Museums & Collections,,,,,,,
658,True,https://www.amazon.com/Museum-Studies-Museology/b?ie=UTF8&node=154643011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Museums & Collections,Museums,,,,,,
659,True,https://www.amazon.com/Private-Museums-Collections/b?ie=UTF8&node=154644011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Museums & Collections,Private,,,,,,
660,True,https://www.amazon.com/b?ie=UTF8&node=154645011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Other Media,,,,,,,
661,True,https://www.amazon.com/Painting/b?ie=UTF8&node=154650011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Painting,,,,,,,
662,True,https://www.amazon.com/Religious-Art/b?ie=UTF8&node=154653011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Religious,,,,,,,
663,True,https://www.amazon.com/Sculpture/b?ie=UTF8&node=154654011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Sculpture,,,,,,,
664,True,https://www.amazon.com/Art-Subjects-Themes/b?ie=UTF8&node=11650838011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Subjects & Themes,,,,,,,
665,True,https://www.amazon.com/Art-History/b?ie=UTF8&node=154609011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Subjects & Themes,Art History,,,,,,
666,True,https://www.amazon.com/Erotica/b?ie=UTF8&node=2309013011,Kindle Store,Kindle eBooks,Arts & Photography,Art,Subjects & Themes,Erotica,,,,,,
